Latitude (decimal degrees):	28.482
Longitude (decimal degrees):	-16.306
Elevation (m):	503
Radiation database:	PVGIS-SARAH3


Slope: 26 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	5.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231109:1809,0.0,0.0,0.0,21.43,6.48,0.0
20231109:1909,0.0,0.0,0.0,21.38,6.62,0.0
20231109:2009,0.0,0.0,0.0,21.31,7.03,0.0
20231109:2109,0.0,0.0,0.0,21.33,7.17,0.0
20231109:2209,0.0,0.0,0.0,21.33,6.76,0.0
20231109:2309,0.0,0.0,0.0,21.38,6.07,0.0
20231110:0009,0.0,0.0,0.0,21.34,5.59,0.0
20231110:0109,0.0,0.0,0.0,21.47,5.17,0.0
20231110:0209,0.0,0.0,0.0,21.5,5.03,0.0
20231110:0309,0.0,0.0,0.0,21.26,5.38,0.0
20231110:0409,0.0,0.0,0.0,21.24,5.66,0.0
20231110:0509,0.0,0.0,0.0,21.25,5.66,0.0
20231110:0609,0.0,0.0,0.0,21.19,5.52,0.0
20231110:0709,0.0,0.0,0.0,21.19,5.66,0.0
20231110:0809,549.8,158.79,8.44,21.2,5.72,0.0
20231110:0909,1855.1,463.36,19.96,21.33,5.52,0.0
20231110:1009,2842.7,706.42,30.21,21.23,4.9,0.0
20231110:1109,3479.2,876.96,38.39,21.32,4.55,0.0
20231110:1209,3824.85,972.19,43.4,21.3,4.62,0.0
20231110:1309,3878.7,984.51,44.17,21.28,4.9,0.0
20231110:1409,3602.95,906.78,40.5,21.27,5.03,0.0
20231110:1509,3024.3,753.14,33.25,21.3,4.97,0.0
20231110:1609,2177.9,541.39,23.59,21.35,5.1,0.0
20231110:1709,1047.1,278.61,12.43,21.39,5.03,0.0
20231110:1809,0.0,0.0,0.0,21.39,4.97,0.0
20231110:1909,0.0,0.0,0.0,21.47,4.97,0.0
20231110:2009,0.0,0.0,0.0,21.65,4.97,0.0
20231110:2109,0.0,0.0,0.0,21.86,4.76,0.0
20231110:2209,0.0,0.0,0.0,21.98,3.72,0.0
20231110:2309,0.0,0.0,0.0,22.02,3.52,0.0
20231111:0009,0.0,0.0,0.0,21.99,3.93,0.0
20231111:0109,0.0,0.0,0.0,21.83,4.9,0.0
20231111:0209,0.0,0.0,0.0,21.74,5.52,0.0
20231111:0309,0.0,0.0,0.0,21.66,5.86,0.0
20231111:0409,0.0,0.0,0.0,21.64,5.86,0.0
20231111:0509,0.0,0.0,0.0,21.68,5.86,0.0
20231111:0609,0.0,0.0,0.0,21.73,5.93,0.0
20231111:0709,0.0,0.0,0.0,21.72,6.0,0.0
20231111:0809,259.55,82.53,8.26,21.8,6.14,0.0
20231111:0909,322.1,95.92,19.75,21.89,6.21,0.0
20231111:1009,1420.8,357.94,29.97,22.08,5.52,0.0
20231111:1109,2251.45,560.69,38.13,22.07,5.45,0.0
20231111:1209,3065.1,768.21,43.12,21.95,5.31,0.0
20231111:1309,2356.45,588.3,43.9,21.82,5.17,0.0
20231111:1409,2830.9,706.57,40.25,21.77,5.24,0.0
20231111:1509,2985.2,742.62,33.04,21.71,5.38,0.0
20231111:1609,2111.4,524.61,23.42,21.69,5.66,0.0
20231111:1709,1070.9,284.62,12.3,21.7,5.86,0.0
20231111:1809,0.0,0.0,0.0,21.71,5.72,0.0
20231111:1909,0.0,0.0,0.0,21.77,5.59,0.0
20231111:2009,0.0,0.0,0.0,21.81,5.66,0.0
20231111:2109,0.0,0.0,0.0,21.81,5.52,0.0
20231111:2209,0.0,0.0,0.0,21.78,5.1,0.0
20231111:2309,0.0,0.0,0.0,21.74,4.62,0.0
20231112:0009,0.0,0.0,0.0,21.74,4.83,0.0
20231112:0109,0.0,0.0,0.0,21.67,5.31,0.0
20231112:0209,0.0,0.0,0.0,21.63,5.59,0.0
20231112:0309,0.0,0.0,0.0,21.57,5.59,0.0
20231112:0409,0.0,0.0,0.0,21.56,5.59,0.0
20231112:0509,0.0,0.0,0.0,21.53,5.52,0.0
20231112:0609,0.0,0.0,0.0,21.55,5.45,0.0
20231112:0709,0.0,0.0,0.0,21.51,5.31,0.0
20231112:0809,576.3,166.54,8.08,21.5,5.17,0.0
20231112:0909,1827.2,457.89,19.55,21.49,5.03,0.0
20231112:1009,2490.45,618.95,29.74,21.33,4.62,0.0
20231112:1109,3463.55,870.78,37.87,21.32,4.83,0.0
20231112:1209,3788.3,959.61,42.85,21.28,4.9,0.0
20231112:1309,3909.8,991.0,43.63,21.22,5.1,0.0
20231112:1409,3611.95,908.1,40.02,21.21,5.17,0.0
20231112:1509,2985.85,743.02,32.85,21.18,4.97,0.0
20231112:1609,2002.25,498.75,23.26,21.14,4.62,0.0
20231112:1709,911.65,244.28,12.17,21.11,4.28,0.0
20231112:1809,0.0,0.0,0.0,21.11,4.14,0.0
20231112:1909,0.0,0.0,0.0,21.19,4.07,0.0
20231112:2009,0.0,0.0,0.0,21.28,3.86,0.0
20231112:2109,0.0,0.0,0.0,21.32,3.45,0.0
20231112:2209,0.0,0.0,0.0,21.25,2.55,0.0
20231112:2309,0.0,0.0,0.0,21.27,2.0,0.0
20231113:0009,0.0,0.0,0.0,21.24,2.21,0.0
20231113:0109,0.0,0.0,0.0,21.22,2.69,0.0
20231113:0209,0.0,0.0,0.0,21.18,2.76,0.0
20231113:0309,0.0,0.0,0.0,21.15,2.69,0.0
20231113:0409,0.0,0.0,0.0,21.16,2.76,0.0
20231113:0509,0.0,0.0,0.0,21.15,2.9,0.0
20231113:0609,0.0,0.0,0.0,21.11,3.03,0.0
20231113:0709,0.0,0.0,0.0,21.12,3.03,0.0
20231113:0809,549.3,159.77,7.9,21.17,2.9,0.0
20231113:0909,1863.4,472.22,19.35,21.33,2.69,0.0
20231113:1009,2834.3,717.29,29.51,21.4,2.83,0.0
20231113:1109,3417.2,891.63,37.62,21.63,1.86,0.0
20231113:1209,3720.35,987.98,42.57,21.8,1.66,0.0
20231113:1309,3815.3,1007.81,43.36,21.91,2.14,0.0
20231113:1409,3522.5,912.18,39.78,21.96,2.69,0.0
20231113:1509,3039.1,773.62,32.65,22.0,2.97,0.0
20231113:1609,2175.1,549.93,23.11,21.97,2.83,0.0
20231113:1709,1022.3,275.29,12.04,22.0,2.28,0.0
20231113:1809,0.0,0.0,0.0,22.14,1.59,0.0
20231113:1909,0.0,0.0,0.0,22.43,0.9,0.0
20231113:2009,0.0,0.0,0.0,22.86,0.76,0.0
20231113:2109,0.0,0.0,0.0,23.04,1.03,0.0
20231113:2209,0.0,0.0,0.0,22.74,1.31,0.0
20231113:2309,0.0,0.0,0.0,22.52,1.79,0.0
20231114:0009,0.0,0.0,0.0,22.33,2.14,0.0
20231114:0109,0.0,0.0,0.0,22.17,2.41,0.0
20231114:0209,0.0,0.0,0.0,22.04,2.48,0.0
20231114:0309,0.0,0.0,0.0,21.89,2.28,0.0
20231114:0409,0.0,0.0,0.0,21.77,2.34,0.0
20231114:0509,0.0,0.0,0.0,21.78,2.14,0.0
20231114:0609,0.0,0.0,0.0,21.87,1.79,0.0
20231114:0709,0.0,0.0,0.0,21.92,1.72,0.0
20231114:0809,534.55,157.08,7.71,22.01,1.93,0.0
20231114:0909,1855.95,473.79,19.14,22.21,2.28,0.0
20231114:1009,2696.9,688.04,29.28,22.43,2.34,0.0
20231114:1109,3324.9,856.58,37.36,22.47,2.83,0.0
20231114:1209,2231.25,563.88,42.31,22.46,3.52,0.0
20231114:1309,3706.75,950.09,43.1,22.37,4.21,0.0
20231114:1409,3283.35,833.02,39.56,22.32,4.21,0.0
20231114:1509,2912.15,735.99,32.47,22.36,3.66,0.0
20231114:1609,2039.8,515.38,22.96,22.42,3.17,0.0
20231114:1709,476.85,136.34,11.92,22.43,2.62,0.0
20231114:1809,0.0,0.0,0.0,22.43,2.0,0.0
20231114:1909,0.0,0.0,0.0,22.64,1.38,0.0
20231114:2009,0.0,0.0,0.0,22.9,1.31,0.0
20231114:2109,0.0,0.0,0.0,23.15,1.1,0.0
20231114:2209,0.0,0.0,0.0,23.0,1.86,0.0
20231114:2309,0.0,0.0,0.0,23.17,1.24,0.0
20231115:0009,0.0,0.0,0.0,23.3,1.24,0.0
20231115:0109,0.0,0.0,0.0,23.36,1.79,0.0
20231115:0209,0.0,0.0,0.0,23.37,1.72,0.0
20231115:0309,0.0,0.0,0.0,23.33,1.86,0.0
20231115:0409,0.0,0.0,0.0,23.28,1.66,0.0
20231115:0509,0.0,0.0,0.0,23.2,1.59,0.0
20231115:0609,0.0,0.0,0.0,22.99,1.66,0.0
20231115:0709,0.0,0.0,0.0,22.87,1.79,0.0
20231115:0809,593.55,174.03,7.53,22.98,1.79,0.0
20231115:0909,1785.45,458.65,18.94,23.26,2.14,0.0
20231115:1009,2755.45,702.76,29.06,23.72,3.1,0.0
20231115:1109,3408.15,885.61,37.11,23.71,2.83,0.0
20231115:1209,3726.25,977.09,42.04,23.72,2.97,0.0
20231115:1309,3790.75,990.48,42.85,23.75,3.38,0.0
20231115:1409,3522.4,913.66,39.33,23.85,3.31,0.0
20231115:1509,2915.35,748.72,32.28,23.93,2.83,0.0
20231115:1609,2059.9,529.39,22.81,23.93,1.93,0.0
20231115:1709,892.85,244.46,11.81,23.78,1.72,0.0
20231115:1809,0.0,0.0,0.0,23.7,1.59,0.0
20231115:1909,0.0,0.0,0.0,23.55,1.31,0.0
20231115:2009,0.0,0.0,0.0,23.4,1.03,0.0
20231115:2109,0.0,0.0,0.0,23.23,1.03,0.0
20231115:2209,0.0,0.0,0.0,23.3,1.45,0.0
20231115:2309,0.0,0.0,0.0,23.16,1.52,0.0
20231116:0009,0.0,0.0,0.0,22.99,1.52,0.0
20231116:0109,0.0,0.0,0.0,22.8,1.72,0.0
20231116:0209,0.0,0.0,0.0,22.65,1.79,0.0
20231116:0309,0.0,0.0,0.0,22.61,1.66,0.0
20231116:0409,0.0,0.0,0.0,22.63,1.45,0.0
20231116:0509,0.0,0.0,0.0,22.73,1.31,0.0
20231116:0609,0.0,0.0,0.0,22.9,1.03,0.0
20231116:0709,0.0,0.0,0.0,23.07,0.83,0.0
20231116:0809,517.45,154.15,7.35,23.15,0.83,0.0
20231116:0909,1790.3,463.79,18.74,23.27,1.17,0.0
20231116:1009,2729.85,700.93,28.83,23.4,2.28,0.0
20231116:1109,3332.55,872.14,36.87,23.33,2.07,0.0
20231116:1209,3645.6,968.83,41.79,23.19,1.86,0.0
20231116:1309,3712.45,988.68,42.6,23.07,1.86,0.0
20231116:1409,3456.35,913.09,39.12,23.05,1.72,0.0
20231116:1509,2927.6,758.52,32.11,23.02,1.79,0.0
20231116:1609,2135.15,545.67,22.67,22.93,2.07,0.0
20231116:1709,991.55,268.37,11.7,22.78,2.34,0.0
20231116:1809,0.0,0.0,0.0,22.59,2.55,0.0
20231116:1909,0.0,0.0,0.0,22.47,2.41,0.0
20231116:2009,0.0,0.0,0.0,22.47,2.28,0.0
20231116:2109,0.0,0.0,0.0,22.45,2.21,0.0
20231116:2209,0.0,0.0,0.0,22.4,1.45,0.0
20231116:2309,0.0,0.0,0.0,22.33,1.38,0.0
20231117:0009,0.0,0.0,0.0,22.23,1.59,0.0
20231117:0109,0.0,0.0,0.0,22.06,2.07,0.0
20231117:0209,0.0,0.0,0.0,21.88,2.28,0.0
20231117:0309,0.0,0.0,0.0,21.79,2.07,0.0
20231117:0409,0.0,0.0,0.0,21.76,1.86,0.0
20231117:0509,0.0,0.0,0.0,21.76,1.93,0.0
20231117:0609,0.0,0.0,0.0,21.76,2.14,0.0
20231117:0709,0.0,0.0,0.0,21.73,2.34,0.0
20231117:0809,432.6,129.93,7.17,21.73,2.69,0.0
20231117:0909,1819.35,461.09,18.54,21.77,3.17,0.0
20231117:1009,2796.85,702.79,28.61,21.5,3.59,0.0
20231117:1109,3402.15,864.29,36.62,21.47,3.72,0.0
20231117:1209,3771.75,973.27,41.53,21.41,3.31,0.0
20231117:1309,3808.85,986.79,42.36,21.37,3.1,0.0
20231117:1409,3564.7,917.6,38.91,21.35,2.97,0.0
20231117:1509,3030.65,768.3,31.94,21.38,3.03,0.0
20231117:1609,2185.8,549.94,22.54,21.35,3.1,0.0
20231117:1709,1054.95,282.41,11.59,21.29,2.76,0.0
20231117:1809,0.0,0.0,0.0,21.22,2.41,0.0
20231117:1909,0.0,0.0,0.0,21.3,2.28,0.0
20231117:2009,0.0,0.0,0.0,21.43,2.41,0.0
20231117:2109,0.0,0.0,0.0,21.43,2.48,0.0
20231117:2209,0.0,0.0,0.0,21.54,2.83,0.0
20231117:2309,0.0,0.0,0.0,21.5,1.93,0.0
20231118:0009,0.0,0.0,0.0,21.5,1.31,0.0
20231118:0109,0.0,0.0,0.0,21.43,1.17,0.0
20231118:0209,0.0,0.0,0.0,21.36,1.52,0.0
20231118:0309,0.0,0.0,0.0,21.25,1.79,0.0
20231118:0409,0.0,0.0,0.0,21.17,2.14,0.0
20231118:0509,0.0,0.0,0.0,21.14,2.14,0.0
20231118:0609,0.0,0.0,0.0,21.1,2.21,0.0
20231118:0709,0.0,0.0,0.0,21.06,2.41,0.0
20231118:0809,529.4,155.77,7.0,21.04,2.55,0.0
20231118:0909,1781.5,451.75,18.34,21.13,2.62,0.0
20231118:1009,2769.25,701.73,28.39,21.44,2.62,0.0
20231118:1109,3363.25,869.28,36.38,21.48,2.28,0.0
20231118:1209,3703.7,966.06,41.28,21.52,2.48,0.0
20231118:1309,3811.05,987.33,42.12,21.55,3.17,0.0
20231118:1409,3562.5,910.17,38.7,21.61,3.66,0.0
20231118:1509,3016.25,758.09,31.77,21.58,4.0,0.0
20231118:1609,2199.15,549.9,22.41,21.51,4.21,0.0
20231118:1709,1042.7,278.23,11.5,21.37,4.14,0.0
20231118:1809,0.0,0.0,0.0,21.3,3.66,0.0
20231118:1909,0.0,0.0,0.0,21.23,3.17,0.0
20231118:2009,0.0,0.0,0.0,21.26,2.97,0.0
20231118:2109,0.0,0.0,0.0,21.31,2.76,0.0
20231118:2209,0.0,0.0,0.0,21.1,1.86,0.0
20231118:2309,0.0,0.0,0.0,21.14,1.86,0.0
20231119:0009,0.0,0.0,0.0,21.12,2.07,0.0
20231119:0109,0.0,0.0,0.0,21.04,2.28,0.0
20231119:0209,0.0,0.0,0.0,21.02,2.34,0.0
20231119:0309,0.0,0.0,0.0,20.97,2.21,0.0
20231119:0409,0.0,0.0,0.0,20.91,2.21,0.0
20231119:0509,0.0,0.0,0.0,20.82,2.41,0.0
20231119:0609,0.0,0.0,0.0,20.77,2.76,0.0
20231119:0709,0.0,0.0,0.0,20.69,3.1,0.0
20231119:0809,530.65,156.01,6.82,20.64,3.1,0.0
20231119:0909,1796.05,453.28,18.15,20.79,3.17,0.0
20231119:1009,2802.65,700.05,28.17,20.75,3.86,0.0
20231119:1109,3424.35,867.76,36.15,20.81,3.66,0.0
20231119:1209,3790.55,966.04,41.04,20.79,4.07,0.0
20231119:1309,3868.45,986.01,41.89,20.84,4.28,0.0
20231119:1409,3586.65,910.17,38.51,20.96,4.0,0.0
20231119:1509,3030.85,763.0,31.61,21.12,3.59,0.0
20231119:1609,2187.75,549.42,22.29,21.28,3.31,0.0
20231119:1709,1053.55,282.06,11.4,21.41,2.97,0.0
20231119:1809,0.0,0.0,0.0,21.51,2.41,0.0
20231119:1909,0.0,0.0,0.0,21.63,1.86,0.0
20231119:2009,0.0,0.0,0.0,21.81,1.52,0.0
20231119:2109,0.0,0.0,0.0,21.95,1.66,0.0
20231119:2209,0.0,0.0,0.0,22.2,2.07,0.0
20231119:2309,0.0,0.0,0.0,22.15,2.07,0.0
20231120:0009,0.0,0.0,0.0,22.17,1.52,0.0
20231120:0109,0.0,0.0,0.0,22.21,2.0,0.0
20231120:0209,0.0,0.0,0.0,22.17,2.41,0.0
20231120:0309,0.0,0.0,0.0,22.14,2.55,0.0
20231120:0409,0.0,0.0,0.0,22.13,2.69,0.0
20231120:0509,0.0,0.0,0.0,22.09,3.03,0.0
20231120:0609,0.0,0.0,0.0,22.06,3.31,0.0
20231120:0709,0.0,0.0,0.0,22.1,3.31,0.0
20231120:0809,630.2,184.42,6.64,22.25,3.1,0.0
20231120:0909,1799.85,458.0,17.95,22.52,3.24,0.0
20231120:1009,2900.0,728.99,27.96,23.17,4.83,0.0
20231120:1109,3353.85,847.77,35.92,23.12,5.1,0.0
20231120:1209,3740.55,957.87,40.8,23.0,4.62,0.0
20231120:1309,3833.6,984.44,41.67,22.94,4.55,0.0
20231120:1409,3572.8,909.71,38.31,22.81,4.62,0.0
20231120:1509,2986.5,751.46,31.46,22.74,4.55,0.0
20231120:1609,2133.55,535.61,22.17,22.72,4.55,0.0
20231120:1709,874.45,236.79,11.31,22.76,4.34,0.0
20231120:1809,0.0,0.0,0.0,22.87,3.93,0.0
20231120:1909,0.0,0.0,0.0,23.01,3.66,0.0
20231120:2009,0.0,0.0,0.0,23.18,3.66,0.0
20231120:2109,0.0,0.0,0.0,23.31,3.66,0.0
20231120:2209,0.0,0.0,0.0,23.23,4.34,0.0
20231120:2309,0.0,0.0,0.0,23.33,3.93,0.0
20231121:0009,0.0,0.0,0.0,23.41,3.52,0.0
20231121:0109,0.0,0.0,0.0,23.39,3.79,0.0
20231121:0209,0.0,0.0,0.0,23.38,4.48,0.0
20231121:0309,0.0,0.0,0.0,23.42,4.9,0.0
20231121:0409,0.0,0.0,0.0,23.48,4.9,0.0
20231121:0509,0.0,0.0,0.0,23.51,4.97,0.0
20231121:0609,0.0,0.0,0.0,23.48,4.97,0.0
20231121:0709,0.0,0.0,0.0,23.52,5.03,0.0
20231121:0809,77.0,32.82,6.47,23.63,4.9,0.0
20231121:0909,288.0,88.25,17.76,23.84,5.24,0.0
20231121:1009,288.5,88.25,27.75,23.72,6.83,0.0
20231121:1109,303.4,92.08,35.69,23.84,5.52,0.0
20231121:1209,337.75,100.72,40.57,24.02,5.52,0.0
20231121:1309,333.85,99.76,41.45,24.08,5.79,0.0
20231121:1409,459.1,130.45,38.13,23.84,5.79,0.0
20231121:1509,854.4,225.53,31.31,23.48,5.1,0.0
20231121:1609,605.3,165.62,22.06,23.42,4.34,0.0
20231121:1709,180.2,60.74,11.23,23.38,3.72,0.0
20231121:1809,0.0,0.0,0.0,23.32,4.28,0.0
20231121:1909,0.0,0.0,0.0,23.1,5.24,0.0
20231121:2009,0.0,0.0,0.0,22.87,5.66,0.0
20231121:2109,0.0,0.0,0.0,22.69,5.45,0.0
20231121:2209,0.0,0.0,0.0,22.58,5.17,0.0
20231121:2309,0.0,0.0,0.0,22.49,4.83,0.0
20231122:0009,0.0,0.0,0.0,22.32,4.0,0.0
20231122:0109,0.0,0.0,0.0,22.11,3.1,0.0
20231122:0209,0.0,0.0,0.0,21.89,3.24,0.0
20231122:0309,0.0,0.0,0.0,21.82,3.66,0.0
20231122:0409,0.0,0.0,0.0,21.81,3.24,0.0
20231122:0509,0.0,0.0,0.0,21.8,3.45,0.0
20231122:0609,0.0,0.0,0.0,21.56,4.62,0.0
20231122:0709,0.0,0.0,0.0,21.24,4.69,0.0
20231122:0809,305.15,96.42,6.29,21.17,4.28,0.0
20231122:0909,1481.8,374.14,17.57,21.17,4.55,0.0
20231122:1009,2305.3,566.86,27.54,20.58,5.86,0.0
20231122:1109,3063.15,757.25,35.46,20.29,5.59,0.0
20231122:1209,3529.4,882.16,40.34,20.12,5.1,0.0
20231122:1309,3647.05,919.19,41.24,20.06,4.41,0.0
20231122:1409,3361.45,845.92,37.95,19.98,3.79,0.0
20231122:1509,2900.4,723.42,31.17,19.99,3.66,0.0
20231122:1609,1935.0,481.88,21.95,20.09,3.66,0.0
20231122:1709,839.05,225.97,11.16,20.2,3.03,0.0
20231122:1809,0.0,0.0,0.0,20.33,2.76,0.0
20231122:1909,0.0,0.0,0.0,20.53,3.1,0.0
20231122:2009,0.0,0.0,0.0,20.47,2.83,0.0
20231122:2109,0.0,0.0,0.0,20.29,2.83,0.0
20231122:2209,0.0,0.0,0.0,20.38,2.48,0.0
20231122:2309,0.0,0.0,0.0,20.33,2.83,0.0
20231123:0009,0.0,0.0,0.0,20.27,3.31,0.0
20231123:0109,0.0,0.0,0.0,20.22,2.9,0.0
20231123:0209,0.0,0.0,0.0,20.23,2.55,0.0
20231123:0309,0.0,0.0,0.0,20.26,2.41,0.0
20231123:0409,0.0,0.0,0.0,20.27,2.76,0.0
20231123:0509,0.0,0.0,0.0,20.24,3.17,0.0
20231123:0609,0.0,0.0,0.0,20.2,3.45,0.0
20231123:0709,0.0,0.0,0.0,20.17,3.52,0.0
20231123:0809,417.65,126.7,6.12,20.17,3.31,0.0
20231123:0909,1683.55,424.5,17.38,20.2,3.1,0.0
20231123:1009,2608.85,653.53,27.33,20.23,2.83,0.0
20231123:1109,3284.9,828.76,35.24,20.31,3.45,0.0
20231123:1209,3675.3,937.23,40.12,20.27,3.45,0.0
20231123:1309,3683.6,934.7,41.03,20.16,3.86,0.0
20231123:1409,3469.0,868.6,37.78,20.07,4.55,0.0
20231123:1509,2949.95,730.76,31.04,20.03,4.62,0.0
20231123:1609,2079.45,515.17,21.86,20.07,4.55,0.0
20231123:1709,939.55,250.45,11.08,20.12,4.41,0.0
20231123:1809,0.0,0.0,0.0,20.14,4.34,0.0
20231123:1909,0.0,0.0,0.0,20.12,4.21,0.0
20231123:2009,0.0,0.0,0.0,20.04,3.79,0.0
20231123:2109,0.0,0.0,0.0,19.98,3.38,0.0
20231123:2209,0.0,0.0,0.0,19.99,2.83,0.0
20231123:2309,0.0,0.0,0.0,19.95,2.76,0.0
20231124:0009,0.0,0.0,0.0,19.94,2.28,0.0
20231124:0109,0.0,0.0,0.0,19.85,2.55,0.0
20231124:0209,0.0,0.0,0.0,19.79,3.24,0.0
20231124:0309,0.0,0.0,0.0,19.74,3.79,0.0
20231124:0409,0.0,0.0,0.0,19.75,4.34,0.0
20231124:0509,0.0,0.0,0.0,19.81,4.83,0.0
20231124:0609,0.0,0.0,0.0,19.8,4.62,0.0
20231124:0709,0.0,0.0,0.0,19.87,4.97,0.0
20231124:0809,55.85,25.9,5.95,19.88,5.24,0.0
20231124:0909,134.85,47.96,17.19,19.98,4.97,0.0
20231124:1009,277.85,84.41,27.13,20.11,4.83,0.0
20231124:1109,1821.95,452.58,35.03,20.18,4.48,0.0
20231124:1209,2891.0,721.14,39.9,20.2,4.28,0.0
20231124:1309,3655.75,922.61,40.83,20.18,4.34,0.0
20231124:1409,3472.65,869.64,37.61,20.2,4.62,0.0
20231124:1509,2958.1,732.95,30.91,20.23,4.76,0.0
20231124:1609,2102.95,520.16,21.76,20.22,5.03,0.0
20231124:1709,993.25,263.61,11.02,20.16,5.24,0.0
20231124:1809,0.0,0.0,0.0,20.12,5.59,0.0
20231124:1909,0.0,0.0,0.0,20.13,5.79,0.0
20231124:2009,0.0,0.0,0.0,20.14,5.72,0.0
20231124:2109,0.0,0.0,0.0,20.16,6.07,0.0
20231124:2209,0.0,0.0,0.0,20.05,5.52,0.0
20231124:2309,0.0,0.0,0.0,19.96,5.24,0.0
20231125:0009,0.0,0.0,0.0,19.99,4.97,0.0
20231125:0109,0.0,0.0,0.0,20.0,4.97,0.0
20231125:0209,0.0,0.0,0.0,20.02,4.55,0.0
20231125:0309,0.0,0.0,0.0,20.05,4.0,0.0
20231125:0409,0.0,0.0,0.0,20.1,4.41,0.0
20231125:0509,0.0,0.0,0.0,20.02,4.97,0.0
20231125:0609,0.0,0.0,0.0,19.8,5.03,0.0
20231125:0709,0.0,0.0,0.0,19.73,5.1,0.0
20231125:0809,72.95,31.22,5.77,19.78,5.31,0.0
20231125:0909,822.75,214.31,17.01,19.89,5.45,0.0
20231125:1009,2505.2,611.84,26.93,19.9,6.69,0.0
20231125:1109,3075.25,755.05,34.82,19.91,6.48,0.0
20231125:1209,561.3,152.51,39.69,19.81,6.55,0.0
20231125:1309,1024.1,261.37,40.64,19.69,7.03,0.0
20231125:1409,2201.85,538.25,37.45,19.66,7.38,0.0
20231125:1509,2668.65,649.85,30.79,19.67,7.31,0.0
20231125:1609,2149.3,526.83,21.67,19.79,6.83,0.0
20231125:1709,1034.7,272.99,10.96,19.81,6.14,0.0
20231125:1809,0.0,0.0,0.0,19.92,5.66,0.0
20231125:1909,0.0,0.0,0.0,20.03,5.59,0.0
20231125:2009,0.0,0.0,0.0,20.15,5.79,0.0
20231125:2109,0.0,0.0,0.0,20.23,5.79,0.0
20231125:2209,0.0,0.0,0.0,20.52,6.69,0.0
20231125:2309,0.0,0.0,0.0,20.38,6.0,0.0
20231126:0009,0.0,0.0,0.0,20.18,5.1,0.0
20231126:0109,0.0,0.0,0.0,20.02,4.83,0.0
20231126:0209,0.0,0.0,0.0,19.82,4.9,0.0
20231126:0309,0.0,0.0,0.0,19.72,4.48,0.0
20231126:0409,0.0,0.0,0.0,19.7,4.28,0.0
20231126:0509,0.0,0.0,0.0,19.68,4.0,0.0
20231126:0609,0.0,0.0,0.0,19.7,3.72,0.0
20231126:0709,0.0,0.0,0.0,19.63,3.66,0.0
20231126:0809,510.2,152.87,5.61,19.49,3.72,0.0
20231126:0909,1025.95,262.87,16.82,19.51,3.86,0.0
20231126:1009,2536.05,627.69,26.73,19.9,4.14,0.0
20231126:1109,2950.3,734.19,34.61,19.8,4.14,0.0
20231126:1209,2754.8,685.83,39.49,19.66,4.0,0.0
20231126:1309,1900.15,472.86,40.45,19.51,3.79,0.0
20231126:1409,341.05,99.76,37.29,19.45,3.66,0.0
20231126:1509,830.5,216.45,30.67,19.45,3.72,0.0
20231126:1609,834.8,216.98,21.59,19.53,3.86,0.0
20231126:1709,704.0,191.02,10.9,19.61,4.07,0.0
20231126:1809,0.0,0.0,0.0,19.62,4.14,0.0
20231126:1909,0.0,0.0,0.0,19.62,4.21,0.0
20231126:2009,0.0,0.0,0.0,19.6,4.28,0.0
20231126:2109,0.0,0.0,0.0,19.56,4.34,0.0
20231126:2209,0.0,0.0,0.0,19.56,3.1,0.0
20231126:2309,0.0,0.0,0.0,19.5,3.59,0.0
20231127:0009,0.0,0.0,0.0,19.38,3.72,0.0
20231127:0109,0.0,0.0,0.0,19.32,3.66,0.0
20231127:0209,0.0,0.0,0.0,19.23,3.45,0.0
20231127:0309,0.0,0.0,0.0,19.23,3.17,0.0
20231127:0409,0.0,0.0,0.0,19.23,3.17,0.0
20231127:0509,0.0,0.0,0.0,19.23,3.31,0.0
20231127:0609,0.0,0.0,0.0,19.25,3.1,0.0
20231127:0709,0.0,0.0,0.0,19.38,3.03,0.0
20231127:0809,43.4,22.06,5.44,19.53,3.17,0.0
20231127:0909,124.2,45.08,16.64,19.64,3.45,0.0
20231127:1009,247.5,76.74,26.54,19.3,2.62,0.0
20231127:1109,164.3,55.63,34.41,19.46,2.55,0.0
20231127:1209,197.8,64.27,39.29,19.52,2.48,0.0
20231127:1309,463.15,129.49,40.27,19.46,2.55,0.0
20231127:1409,400.1,114.15,37.15,19.32,2.83,0.0
20231127:1509,1364.4,343.34,30.56,19.28,2.76,0.0
20231127:1609,798.05,208.63,21.51,19.33,2.83,0.0
20231127:1709,948.35,252.62,10.85,19.4,2.9,0.0
20231127:1809,0.0,0.0,0.0,19.41,3.03,0.0
20231127:1909,0.0,0.0,0.0,19.5,3.1,0.0
20231127:2009,0.0,0.0,0.0,19.6,3.1,0.0
20231127:2109,0.0,0.0,0.0,19.63,3.03,0.0
20231127:2209,0.0,0.0,0.0,19.71,2.41,0.0
20231127:2309,0.0,0.0,0.0,19.77,2.41,0.0
20231128:0009,0.0,0.0,0.0,19.77,2.34,0.0
20231128:0109,0.0,0.0,0.0,19.73,2.21,0.0
20231128:0209,0.0,0.0,0.0,19.69,2.21,0.0
20231128:0309,0.0,0.0,0.0,19.68,2.21,0.0
